recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;huh_name;geo_col;wiki_url;colnum;orig_bc;orig_recby;orig_detby
David, B;193;Kessler, P;01/11/2003 - 30/11/2003;15/07/1986 - 15/07/1986;Perak;Malaya. Batu Gajah, Perak;P01952393;Malaisie;Dasymaschalon;blumei;0;0;0;0;;;15;7;1986;1;11;2003;0;0;0;101.036989;4.470533;0;0;0;0;0;193;P01952393;David, B.;Kessler, P.
David, B;193;Kessler, P;01/11/2003 - 30/11/2003;15/07/1986 - 15/07/1986;Perak;Malaya. Batu Gajah, Perak;P01952394;Malaisie;Dasymaschalon;blumei;0;0;0;0;;;15;7;1986;1;11;2003;0;0;0;101.036989;4.470533;0;0;0;0;0;193;P01952394;David, B.;Kessler, P.
David, B;257;nan;<NA>;21/10/1986 - 21/10/1986;Johor;Malaya. Mersing, Johor;P01952395;Malaisie;Dasymaschalon;blumei;0;0;0;0;;;21;10;1986;;;;0;0;0;103.835494;2.4298532;0;0;0;0;0;257;P01952395;David, B.;<NA>
David, B;213;nan;<NA>;20/08/1986 - 20/08/1986;Terengganu;Malaya. Kuala Trengganu, Trengganu;P01952396;Malaisie;Dasymaschalon;blumei;0;0;0;0;;;20;8;1986;;;;0;0;0;103.138313;5.3297015;0;0;0;0;0;213;P01952396;David, B.;<NA>
David, B;213;nan;<NA>;20/08/1986 - 20/08/1986;Terengganu;Malaya. Kuala Trengganu, Trengganu;P01952397;Malaisie;Dasymaschalon;blumei;0;0;0;0;;;20;8;1986;;;;0;0;0;103.138313;5.3297015;0;0;0;0;0;213;P01952397;David, B.;<NA>
Theo;1158;Kessler, P;01/11/2003 - 30/11/2003;01/06/1988 - 01/06/1988;Perak;Malaysia. Hutan Simpan Telok Batik, Lumut;P01952398;Malaisie;Dasymaschalon;blumei;0;0;0;0;;;1;6;1988;1;11;2003;0;0;0;100.613;4.19;0;0;0;0;0;1158;P01952398;Theo;Kessler, P.
Theo;1158;Kessler, P;01/11/2003 - 30/11/2003;01/06/1988 - 01/06/1988;Perak;Malaysia. Hutan Simpan Telok Batik, Lumut;P01952399;Malaisie;Dasymaschalon;blumei;0;0;0;0;;;1;6;1988;1;11;2003;0;0;0;100.613;4.19;0;0;0;0;0;1158;P01952399;Theo;Kessler, P.
King;4369;nan;<NA>;01/06/1883 - 30/06/1883;Perak;Malay Peninsula. Gopeng Kinta. alt. 500 to 800 ft;P01952400;Malaisie;Dasymaschalon;blumei;0;0;0;0;;;1;6;1883;;;;0;0;0;101.1681;4.4768;0;0;0;0;0;4369;P01952400;King;<NA>
Vidal, JE;2638;Kessler, P;01/06/2004 - 30/06/2004;01/01/1954 - 31/01/1954;Vientiane Province;Ban Bo (Ban Keun). Prov.: Vientiane. Laos;P01952402;Laos, République démocratique populaire;Dasymaschalon;sp.;0;0;0;0;;;1;1;1954;1;6;2004;0;0;0;102.592;18.378;0;0;0;0;0;2638;P01952402;Vidal, J.E.;Kessler, P.
Deverre;40;Kessler, P;01/05/2004 - 31/05/2004;06/12/1983 - 06/12/1983;Perak;Flora of Malaya Lumut (Perak) Forêt 1aire;P01952403;Malaisie;Dasymaschalon;sp.;0;0;0;0;;;6;12;1983;1;5;2004;0;0;0;100.6211525;4.2246469;0;0;0;0;0;40;P01952403;Deverre;Kessler, P.
Deverre;12;Kessler, P;01/05/2004 - 31/05/2004;08/11/1983 - 08/11/1983;Johor;Malaya. Johor, route de Mersing --> Kluang, Km : 63;P01952404;Malaisie;Dasymaschalon;sp.;0;0;0;0;;;8;11;1983;1;5;2004;0;0;0;103.4759;2.147;0;0;0;0;0;12;P01952404;Deverre;Kessler, P.
Smitinand, T;46713;nan;<NA>;17/06/1970 - 17/06/1970;Yala(ยะลา);Thailand. Pen. : Yala, Kue Long. Altitude 100 m;P01952405;Thaïlande;Dasymaschalon;sp.;0;0;0;0;;;17;6;1970;;;;0;0;0;101.337;6.312;0;0;0;0;0;46713;P01952405;Smitinand, T.;<NA>
Pierre, L;638;nan;<NA>;01/05/1870 - 31/05/1870;Kampong Speu;in montibus Knangue Reheu. alt. 1200 met.;P01952406;Cambodge;Meiogyne;sp.;0;0;0;0;;;1;5;1870;;;;0;0;0;103.849;11.616;0;0;0;0;0;638;P01952406;Pierre, L.;<NA>
Pierre, L;1506;nan;<NA>;01/03/1876 - 31/03/1876;Hồ Chí Minh;in vicinibus Saïgon in Cochincinâ.;P01952407;Viet Nam;Meiogyne;sp.;0;0;0;0;;;1;3;1876;;;;0;0;0;106.7017555;10.7758439;0;0;0;0;0;1506;P01952407;Pierre, L.;<NA>
Pierre, L;638;nan;<NA>;01/05/1870 - 31/05/1870;Kampong Speu;apice montis Knangue Repeu alt. 1500 met. (Cambodia);P01952408;Cambodge;Meiogyne;sp.;0;0;0;0;;;1;5;1870;;;;0;0;0;103.849;11.616;0;0;0;0;0;638;P01952408;Pierre, L.;<NA>
Pierre, L;1506;nan;<NA>;01/03/1876 - 31/03/1876;Hồ Chí Minh;in vicinibus Saïgon in Cochinchinâ.;P01952409;Viet Nam;Meiogyne;sp.;0;0;0;0;;;1;3;1876;;;;0;0;0;106.7017555;10.7758439;0;0;0;0;0;1506;P01952409;Pierre, L.;<NA>
Pierre, L;1761;nan;<NA>;01/07/1866 - 31/07/1866;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria Cochinchinae. alt 400 met.;P01952410;Viet Nam;Meiogyne;sp.;0;0;0;0;;;1;7;1866;;;;0;0;0;107.133;10.533;0;0;0;0;0;1761;P01952410;Pierre, L.;<NA>
Pierre, L;1789;nan;<NA>;01/06/1866 - 30/06/1866;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria Cochinchinae;P01952411;Viet Nam;Meiogyne;sp.;0;0;0;0;;;1;6;1866;;;;0;0;0;107.133;10.533;0;0;0;0;0;1789;P01952411;Pierre, L.;<NA>
Pierre, L;1794;nan;<NA>;01/07/1877 - 31/07/1877;Đồng Nai;ad Bao Chan;P01952412;Viet Nam;Meiogyne;sp.;0;0;0;0;;;1;7;1877;;;;0;0;0;107.317;10.967;0;0;0;0;0;1794;P01952412;Pierre, L.;<NA>
Pierre, L;1795;nan;<NA>;01/07/1877 - 31/07/1877;Đồng Nai;ad Bao Chang in prov. Bien Hoa. Cochinchinae;P01952413;Viet Nam;Meiogyne;sp.;0;0;0;0;;;1;7;1877;;;;0;0;0;107.317;10.967;0;0;0;0;0;1795;P01952413;Pierre, L.;<NA>
Pierre, L;730;nan;<NA>;01/05/1870 - 31/05/1870;Kampot;in montibus Tamire (Cambodia) alt. 600 met;P01952414;Cambodge;Meiogyne;sp.;0;0;0;0;;;1;5;1870;;;;0;0;0;104.0109;10.7048;0;0;0;0;0;730;P01952414;Pierre, L.;<NA>
Pierre, L;730;nan;<NA>;01/05/1870 - 31/05/1870;Kampot;In montibus Tamire (Cambodia) alt. 600 met.;P01952415;Cambodge;Meiogyne;sp.;0;0;0;0;;;1;5;1870;;;;0;0;0;104.0109;10.7048;0;0;0;0;0;730;P01952415;Pierre, L.;<NA>
Pierre, L;730;nan;<NA>;01/05/1870 - 31/05/1870;Kampot;in montibus Tamire (Cambodia). alt : 600 met.;P01952416;Cambodge;Meiogyne;sp.;0;0;0;0;;;1;5;1870;;;;0;0;0;104.0109;10.7048;0;0;0;0;0;730;P01952416;Pierre, L.;<NA>
Pierre, L;1761;nan;<NA>;01/07/1866 - 31/07/1866;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria Cochinchinae. alt. 400 met.;P01952417;Viet Nam;Meiogyne;sp.;0;0;0;0;;;1;7;1866;;;;0;0;0;107.133;10.533;0;0;0;0;0;1761;P01952417;Pierre, L.;<NA>
Pierre, L;1506;nan;<NA>;01/03/1876 - 31/03/1876;Hồ Chí Minh;in vicinibus Saigon;P01952418;Viet Nam;Meiogyne;sp.;0;0;0;0;;;1;3;1876;;;;0;0;0;106.7017555;10.7758439;0;0;0;0;0;1506;P01952418;Pierre, L.;<NA>
Pierre, L;1756;nan;<NA>;01/12/1867 - 31/12/1867;An Giang;In montibus Dai in prov. Chaudoc, Cochinchinae.;P01952419;Viet Nam;Meiogyne;sp.;0;0;0;0;;;1;12;1867;;;;0;0;0;104.9333;10.4667;0;0;0;0;0;1756;P01952419;Pierre, L.;<NA>
Pierre, L;1761;nan;<NA>;01/07/1866 - 31/07/1866;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria, Cochinchinae. alt 400 met.;P01952420;Viet Nam;Meiogyne;sp.;0;0;0;0;;;1;7;1866;;;;0;0;0;107.133;10.533;0;0;0;0;0;1761;P01952420;Pierre, L.;<NA>
Pierre, L;1794;nan;<NA>;01/07/1877 - 31/07/1877;Đồng Nai;ad Baochan;P01952421;Viet Nam;Meiogyne;sp.;0;0;0;0;;;1;7;1877;;;;0;0;0;107.3167;10.9667;0;0;0;0;0;1794;P01952421;Pierre, L.;<NA>
Zollinger;2718;nan;<NA>;01/01/1845 - 31/12/1845;;Planta Javanica;P01952422;Indonésie;Meiogyne;sp.;0;0;0;0;;;1;1;1845;;;;0;0;0;;;0;0;0;0;0;2718;P01952422;Zollinger;<NA>
Thwaites;1037;nan;<NA>;<NA>;;Ceylan;P01952423;Sri Lanka;Meiogyne;sp.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1037;P01952423;Thwaites;<NA>
Curtis, C;648;nan;<NA>;01/01/1890 - 31/12/1890;Pulau Pinang;Penang. Government Hill;P01960353;Malaisie;Popowia;tomentosa;0;0;0;0;;;1;1;1890;;;;0;0;0;100.33;5.415;0;0;0;0;0;648;P01960353;Curtis, C.;<NA>
King;10058;nan;<NA>;01/01/1886 - 31/12/1886;Selangor;Malay Peninsula. Perak. Ulu Bubong. alt. 300 to 500 ft;P01960354;Malaisie;Popowia;tomentosa;0;0;0;0;;;1;1;1886;;;;0;0;0;101.7167;3.5167;0;0;0;0;0;10058;P01960354;King;<NA>
Tsang, WT;508;Merrill, ED;<NA>;26/05/1928 - 26/05/1928;Hainan(海南);Hainan. Sha Po Shan (Taam Chau District);P01960355;Chine;Popowia;pisocarpa;0;0;0;0;;;26;5;1928;;;;0;0;0;109.312;19.714;0;0;0;0;0;508;P01960355;Tsang, W.T.;Merrill, E.D.
Wang, C;34314;nan;<NA>;27/09/1933 - 27/09/1933;Hainan(海南);Hainan;P01960356;Chine;Popowia;pisocarpa;0;0;0;0;;;27;9;1933;;;;0;0;0;;;0;0;0;0;0;34314;P01960356;Wang, C.;<NA>
Ngadiman;36364;nan;<NA>;09/03/1939 - 09/03/1939;North-West;Malay Peninsula. Bukit Timah Reserve, Singapore;P01960357;Singapour;Popowia;pisocarpa;0;0;0;0;;;9;3;1939;;;;0;0;0;103.7763724;1.3546901;0;0;0;0;0;36364;P01960357;Ngadiman;<NA>
Curtis, C;;nan;<NA>;<NA>;Pulau Pinang;Penang.;P01960358;Malaisie;Popowia;pisocarpa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;100.256;5.406;0;0;0;0;0;nan;P01960358;Curtis, C.;<NA>
King;2781;nan;<NA>;01/02/1882 - 28/02/1882;Perak;Malay Archipelago. Larut Perak. alt. 500 800 ft;P01960359;Malaisie;Popowia;pisocarpa;0;0;0;0;;;1;2;1882;;;;0;0;0;100.792;4.862;0;0;0;0;0;2781;P01960359;King;<NA>
King;10136;nan;<NA>;01/06/1886 - 30/06/1886;Selangor;Malay Peninsula. Perak. alt. 400 to 600 ft. Ulu Bubong;P01960360;Malaisie;Popowia;pisocarpa;0;0;0;0;;;1;6;1886;;;;0;0;0;101.7167;3.5167;0;0;0;0;0;10136;P01960360;King;<NA>
Poilane;11151;nan;<NA>;04/07/1924 - 04/07/1924;Quảng Trị;Annam : massif de Dông co pat pro: de Quang Tri. 700 m alt.;P01960361;Viet Nam;Popowia;pisocarpa;0;0;0;0;;;4;7;1924;;;;0;0;0;106.7;16.75;0;0;0;0;0;11151;P01960361;Poilane;<NA>
Poilane;11151;nan;<NA>;04/07/1924 - 04/07/1924;Quảng Trị;Annam : massif de Dông co Pat pro: quâng Tri. 700 m alt.;P01960362;Viet Nam;Popowia;pisocarpa;0;0;0;0;;;4;7;1924;;;;0;0;0;106.7;16.75;0;0;0;0;0;11151;P01960362;Poilane;<NA>
Poilane;11151;nan;<NA>;04/07/1924 - 04/07/1924;Quảng Trị;Annam : massif de Dông Co Pat pro: Quang Tri. 700 m alt.;P01960363;Viet Nam;Popowia;pisocarpa;0;0;0;0;;;4;7;1924;;;;0;0;0;106.7;16.75;0;0;0;0;0;11151;P01960363;Poilane;<NA>
Poilane;11151;nan;<NA>;04/07/1924 - 04/07/1924;Quảng Trị;Annam : massif de Dông co Pat pro: Quâng Tri. 700 m alt.;P01960364;Viet Nam;Popowia;pisocarpa;0;0;0;0;;;4;7;1924;;;;0;0;0;106.7;16.75;0;0;0;0;0;11151;P01960364;Poilane;<NA>
Poilane;11151;nan;<NA>;04/07/1924 - 04/07/1924;Quảng Trị;Annam : massif de Dông Co Pat pro: Quâng Tri. 700 m alt.;P01960365;Viet Nam;Popowia;pisocarpa;0;0;0;0;;;4;7;1924;;;;0;0;0;106.7;16.75;0;0;0;0;0;11151;P01960365;Poilane;<NA>
Pirey, M de;78;nan;<NA>;<NA>;Quảng Trị;Annam. Quảng Trị, forêt de An Long.;P01960366;Viet Nam;Popowia;pisocarpa;0;0;0;0;;;;;;;;;0;0;0;107.196;16.799;0;0;0;0;0;78;P01960366;Pirey, M. de;<NA>
Poilane;3394;nan;<NA>;19/05/1922 - 19/05/1922;Khánh Hòa;Annam Nhatrang 800 m d'altitude;P01960367;Viet Nam;Popowia;pisocarpa;0;0;0;0;;;19;5;1922;;;;0;0;0;109.1898675;12.2431693;0;0;0;0;0;3394;P01960367;Poilane;<NA>
Poilane;3394;nan;<NA>;19/05/1922 - 19/05/1922;Khánh Hòa;Annam : Nhatrang;P01960368;Viet Nam;Popowia;pisocarpa;0;0;0;0;;;19;5;1922;;;;0;0;0;109.1898675;12.2431693;0;0;0;0;0;3394;P01960368;Poilane;<NA>
Poilane;10265;nan;<NA>;07/05/1924 - 07/05/1924;Quảng Trị;Annam : Dent du tigre pro: Quang Tri. 900 m alt.;P01960369;Viet Nam;Popowia;pisocarpa;0;0;0;0;;;7;5;1924;;;;0;0;0;106.7333;16.7667;0;0;0;0;0;10265;P01960369;Poilane;<NA>
Poilane;10265;nan;<NA>;07/05/1924 - 07/05/1924;Quảng Trị;Annam : Dent du tigre, pro Quang Tri. 900 m alt.;P01960370;Viet Nam;Popowia;pisocarpa;0;0;0;0;;;7;5;1924;;;;0;0;0;106.7333;16.7667;0;0;0;0;0;10265;P01960370;Poilane;<NA>
Poilane;11279;nan;<NA>;22/05/1924 - 22/05/1924;Quảng Trị;Annam : Massif de Dông Che pro: Quang Tri. 600 m alt.;P01960371;Viet Nam;Popowia;pisocarpa;0;0;0;0;;;22;5;1924;;;;0;0;0;106.9333;16.6333;0;0;0;0;0;11279;P01960371;Poilane;<NA>
Poilane;11279;nan;<NA>;22/05/1924 - 22/05/1924;Quảng Trị;Annam : Massif de Dông Ché pro: Quang Tri. 600 m alt.;P01960372;Viet Nam;Popowia;pisocarpa;0;0;0;0;;;22;5;1924;;;;0;0;0;106.9333;16.6333;0;0;0;0;0;11279;P01960372;Poilane;<NA>
David, B;101;David, B;11/03/1986 - 11/03/1986;11/03/1986 - 11/03/1986;Pahang;Malaya. Jerantut Pahang;P01960373;Malaisie;Popowia;pisocarpa;0;0;0;0;;;11;3;1986;11;3;1986;0;0;0;102.3719554;3.9366586;0;0;0;0;0;101;P01960373;David, B.;David, B.
David, B;101;David, B;<NA>;11/03/1986 - 11/03/1986;Pahang;Malaya. Jerantut, Pahang;P01960374;Malaisie;Popowia;pisocarpa;0;0;0;0;;;11;3;1986;;;;0;0;0;102.3719554;3.9366586;0;0;0;0;0;101;P01960374;David, B.;David, B.
Sinclair, J;38249;Sinclair, J;<NA>;09/10/1948 - 09/10/1948;North-West;Malay Peninsula. Bukit-Timah forest Reserve, Singapore, Malaya.;P01960377;Singapour;Popowia;pisocarpa;0;0;0;0;;;9;10;1948;;;;0;0;0;103.7763724;1.3546901;0;0;0;0;0;38249;P01960377;Sinclair, J.;Sinclair, J.
David, B;195;David, B;<NA>;15/07/1986 - 15/07/1986;Perak;Malaya. Batu Gajah, Perak;P01960378;Malaisie;Popowia;perakensis;0;0;0;0;;;15;7;1986;;;;0;0;0;101.041;4.469;0;0;0;0;0;195;P01960378;David, B.;David, B.
David, B;195;David, B;<NA>;15/07/1986 - 15/07/1986;Perak;Malaya. Batu Gajah, Perak;P01960379;Malaisie;Popowia;perakensis;0;0;0;0;;;15;7;1986;;;;0;0;0;101.036989;4.470533;0;0;0;0;0;195;P01960379;David, B.;David, B.
David, B;195;David, B;<NA>;15/07/1986 - 15/07/1986;Perak;Malaya. Batu Gajah, Perak;P01960380;Malaisie;Popowia;perakensis;0;0;0;0;;;15;7;1986;;;;0;0;0;101.036989;4.470533;0;0;0;0;0;195;P01960380;David, B.;David, B.
Sinclair, J;38827;Sinclair, J;<NA>;19/09/1949 - 19/09/1949;Perak;Malay Peninsula. Between 8rd & 9rd mile Maxwell's Hill, Perak. Altitude 636-140 feet;P01960381;Malaisie;Popowia;perakensis;0;0;0;0;;;19;9;1949;;;;0;0;0;100.8;4.8667;0;0;0;0;0;38827;P01960381;Sinclair, J.;Sinclair, J.
Sinclair, J;;Sinclair, J;<NA>;30/10/1948 - 30/10/1948;North-West;Bukit Timah Forest Reserve, Singapore, Malaya.;P01960382;Singapour;Popowia;fusca;0;0;0;0;<NA>;<NA>;30;10;1948;;;;0;0;0;103.7764;1.3547;0;0;0;0;0;nan;P01960382;Sinclair, J.;Sinclair, J.
Ngadiman;34622;Corner, EJH;<NA>;16/12/1937 - 16/12/1937;North-West;Bukit Timah : Singapore.;P01960383;Singapour;Popowia;fusca;0;0;0;0;;;16;12;1937;;;;0;0;0;103.7764;1.3547;0;0;0;0;0;34622;P01960383;Ngadiman;Corner, E.J.H.
Sinclair, J;37939;Sinclair, J;<NA>;27/01/1949 - 27/01/1949;Central Singapore;Malay Peninsula. North East end of MacRitchie Reservoir, Singapore, Malaya.;P01960384;Singapour;Popowia;fusca;0;0;0;0;;;27;1;1949;;;;0;0;0;103.831;1.349;0;0;0;0;0;37939;P01960384;Sinclair, J.;Sinclair, J.
Kartawinata, K;807;nan;<NA>;15/11/1971 - 15/11/1971;South Kalimantan;Borneo. Jaro Dam, 10 km N.E. of Muara Uya, Kalimantan Selatan. 250 m. alt.;P01960385;Indonésie;Popowia;bancana;0;0;0;0;;;15;11;1971;;;;0;0;0;115.651;-1.818;0;0;0;0;0;807;P01960385;Kuswata Kartawinata;<NA>
Poilane;;nan;<NA>;<NA>;;Indochine : N. du Tonkin et du Laos.;P01960386;<NA>;Popowia;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;0;0;0;nan;P01960386;Poilane;<NA>
Sinclair, J;40825;Sinclair, J;<NA>;12/09/1955 - 12/09/1955;Terengganu;Trengganu. Bukit Bintang Block, Gunong Tebu F.R. Besut, 53 rd mile Kuala Trengganu-Besut Rd.;P01967170;Malaisie;Orophea;enterocarpa;0;0;0;0;;;12;9;1955;;;;0;0;0;102.637;5.65;0;0;0;0;0;40825;P01967170;Sinclair, J.;Sinclair, J.
Niyomdham, C;1748;nan;<NA>;04/04/1988 - 04/04/1988;Krabi(กระบี่);Thailand. Khao Pra-Bang kram, Krabi. Altitude NSL.;P01967173;Thaïlande;Orophea;enterocarpa;0;0;0;0;;;4;4;1988;;;;0;0;0;99.26;7.922;0;0;0;0;0;1748;P01967173;Niyomdham, C.;<NA>
Perromat, G;4266;Perromat, G;<NA>;28/07/1993 - 28/07/1993;Terengganu;Malaysia. Dungun, Terengganu;P01967174;Malaisie;Orophea;enterocarpa;0;0;0;0;;;28;7;1993;;;;0;0;0;103.416885;4.769677;0;0;0;0;0;4266;P01967174;Perromat, G.;Perromat, G.
Weber, JF;169;Weber, JF;<NA>;01/03/1983 - 01/03/1983;Pahang;Malaysia. Taman Negara Nat. Park, Pahang District, Malay Peninsula.;P01967175;Malaisie;Orophea;enterocarpa;0;0;0;0;;;1;3;1983;;;;0;0;0;102.4005;4.385;0;0;0;0;0;169;P01967175;Weber, J.F.;Weber, J.F.
Weber, JF;169;Weber, JF;<NA>;01/03/1983 - 01/03/1983;Pahang;Malaysia. Taman Negara Nat. Park, Pahang District, Malay Peninsula.;P01967176;Malaisie;Orophea;enterocarpa;0;0;0;0;;;1;3;1983;;;;0;0;0;102.409;4.587;0;0;0;0;0;169;P01967176;Weber, J.F.;Weber, J.F.
Larsen, K;33029;Kessler, P;03/09/1985 - 03/09/1985;06/03/1974 - 06/03/1974;Narathiwat(นครศรีธรรมราช);Thailand. Peninsula: Naratiwat: Sungei Kolok, Nikom Waeng. Alt.: 300-400 m;P01967177;Thaïlande;Orophea;enterocarpa;0;0;0;0;;;6;3;1974;3;9;1985;0;0;0;101.83333333333333;5.833333333333333;0;0;0;0;0;33029;P01967177;Larsen, K.;Kessler, P.
Geesink, R;5199;Kessler, P;10/01/1986 - 10/01/1986;05/05/1973 - 05/05/1973;Phang Nga(พังงา);PEN. Thailand. Prov.: Pangnga. Kao lak, S. of Takuapa. Alt. 0 m.;P01967178;Thaïlande;Orophea;enterocarpa;0;0;0;0;;;5;5;1973;10;1;1986;0;0;0;98.244;8.683;0;0;0;0;0;5199;P01967178;Geesink, R.;Kessler, P.
Poilane, E;18021;nan;<NA>;19/08/1930 - 19/08/1930;Gia Lai;Annam : Col de Mangiang pro. de Qui Nhon;P01967179;Viet Nam;Orophea;desmos;0;0;0;0;;;19;8;1930;;;;0;0;0;108.4246;14.0293;0;0;0;0;0;18021;P01967179;Poilane, E.;<NA>
Poilane, E;18021;nan;<NA>;19/08/1930 - 19/08/1930;Gia Lai;Annam : Col de Mangiang pro. de Qui Nhon;P01967180;Viet Nam;Orophea;desmos;0;0;0;0;;;19;8;1930;;;;0;0;0;108.4246;14.0293;0;0;0;0;0;18021;P01967180;Poilane, E.;<NA>
Poilane, E;18021;Kessler, P;07/02/1986 - 07/02/1986;19/08/1930 - 19/08/1930;Gia Lai;Annam : Col de Mangiang pro. de Qui Nhon;P01967181;Viet Nam;Orophea;desmos;0;0;0;0;;;19;8;1930;7;2;1986;0;0;0;108.4246;14.0293;0;0;0;0;0;18021;P01967181;Poilane, E.;Kessler, P.
Poilane, E;18021;Kessler, P;15/02/1985 - 15/02/1985;19/08/1930 - 19/08/1930;Gia Lai;Annam : col de Mangiang pro: de Qui Nhon. 800 m alt.;P01967182;Viet Nam;Orophea;desmos;0;0;0;0;;;19;8;1930;15;2;1985;0;0;0;108.423;14.027;0;0;0;0;0;18021;P01967182;Poilane, E.;Kessler, P.
Kerr, AFG;17458;Kessler, P;06/01/1985 - 06/01/1985;11/03/1929 - 11/03/1929;Phuket(ภูเก็ต);Thailand. Talang, Puket. Altitude : c. 200 m.;P01967184;Thaïlande;Orophea;cuneiformis;0;0;0;0;;;11;3;1929;6;1;1985;0;0;0;98.334;8.0317;0;0;0;0;0;17458;P01967184;Kerr, A.F.G.;Kessler, P.
Charoenphol, C;3467;Kessler, P;03/09/1985 - 03/09/1985;09/10/1970 - 09/10/1970;Trang(ตรัง);Thailand. Peninsular : Khao Chong.;P01967185;Thaïlande;Orophea;cuneiformis;0;0;0;0;;;9;10;1970;3;9;1985;0;0;0;99.75;7.533333333333333;0;0;0;0;0;3467;P01967185;Charoenphol, C.;Kessler, P.
Niyomdham, C;175;Kessler;01/11/2003 - 30/11/2003;04/07/1979 - 04/07/1979;Phuket(ภูเก็ต);Thailand. Phuket, Ton Sai wild life. Altitude 300 m;P01967186;Thaïlande;Orophea;cuneiformis;0;0;0;0;;;4;7;1979;1;11;2003;0;0;0;98.363;8.028;0;0;0;0;0;175;P01967186;Niyomdham, C.;Kessler
Lau, SK;1623;Kessler, P;01/11/2003 - 30/11/2003;24/04/1933 - 24/04/1933;Hainan(海南);Hainan. Ka Chik Shan and vicinity (Ch'ang-kiang District);P01967187;Chine;Orophea;creaghii;0;0;0;0;;;24;4;1933;1;11;2003;0;0;0;108.988;19.279;0;0;0;0;0;1623;P01967187;Lau, S.K.;Kessler, P.
Lau, SK;1467;Kessler, P;01/11/2003 - 30/11/2003;06/04/1933 - 06/04/1933;Hainan(海南);Hainan. Ka Chik Shan and vicinity. (Ch'ang-kiang District);P01967188;Chine;Orophea;creaghii;0;0;0;0;;;6;4;1933;1;11;2003;0;0;0;108.988;19.279;0;0;0;0;0;1467;P01967188;Lau, S.K.;Kessler, P.
How, FC;70654;Kessler, P;01/11/2003 - 30/11/2003;01/03/1933 - 31/07/1933;Hainan(海南);"Yaichow, Hainan; alt. 1900 ft.";P01967189;Chine;Orophea;creaghii;0;0;0;0;;;1;3;1933;1;11;2003;0;0;0;109.163;18.372;0;0;0;0;0;70654;P01967189;How, F.C.;Kessler, P.
Thorel;3161;Kessler, P;<NA>;01/01/1866 - 31/12/1868;Khammouan;Lakhôn, Laos. Expédition du Mè-Kong.;P01967190;Laos, République démocratique populaire;Orophea;sp.;0;0;0;0;;;1;1;1866;;;;0;0;0;104.807;17.35;0;0;0;0;0;3161;P01967190;Thorel;Kessler, P.
Poilane, E;29475;Kessler, P;06/09/1985 - 06/09/1985;20/03/1939 - 20/03/1939;Quảng Nam;Annam : Poste 6 pro: du Quang Nam. 5 a 600 alt.;P01967191;Viet Nam;Orophea;sp.;0;0;0;0;;;20;3;1939;6;9;1985;0;0;0;107.6554;15.6692;0;0;0;0;0;29475;P01967191;Poilane, E.;Kessler, P.
Hansen, B;12981;Kessler, P;06/09/1985 - 06/09/1985;19/03/1968 - 19/03/1968;Kamphaeng Phet(กำแพงเพชร);Thailand. Huai Krasa, 90 km. S. of Tak. Alt. 900 m.;P01967192;Thaïlande;Orophea;brandisii;0;0;0;0;;;19;3;1968;6;9;1985;0;0;0;99.174;16.383;0;0;0;0;0;12981;P01967192;Hansen, B.;Kessler, P.
Poilane, E;20500;Kessler, P;09/09/1985 - 09/09/1985;25/03/1932 - 25/03/1932;Louangphabang;Laos : Pac Bac pro: L. Prabang. 1000 m alt.;P01967194;Laos, République démocratique populaire;Orophea;sp.;0;0;0;0;;;25;3;1932;9;9;1985;0;0;0;102.584;20.5855;0;0;0;0;0;20500;P01967194;Poilane, E.;Kessler, P.
Poilane, E;17495;Kessler, P;09/09/1985 - 09/09/1985;08/06/1930 - 08/06/1930;Kampong Speu;Cambodge : massif près de Chambok pro: de Kg. Speu. 300 m alt.;P01967195;Cambodge;Orophea;sp.;0;0;0;0;;;8;6;1930;9;9;1985;0;0;0;104.096;11.367;0;0;0;0;0;17495;P01967195;Poilane, E.;Kessler, P.
Poilane;2776;Kessler, P;09/09/1985 - 09/09/1985;10/03/1922 - 10/03/1922;Khánh Hòa;Annam : Massif de Co Hin près de Nhatrang. Colline (Nui ro) 200 m altitude;P01967196;Viet Nam;Orophea;sp.;0;0;0;0;;;10;3;1922;9;9;1985;0;0;0;109.1667;12.15;0;0;0;0;0;2776;P01967196;Poilane;Kessler, P.
Poilane, E;5559;Kessler, P;09/09/1985 - 09/09/1985;04/03/1923 - 04/03/1923;Ninh Thuận;Annam : Ca na pro: Phanrang. 400 m alt.;P01967197;Viet Nam;Orophea;sp.;0;0;0;0;;;4;3;1923;9;9;1985;0;0;0;108.844;11.377;0;0;0;0;0;5559;P01967197;Poilane, E.;Kessler, P.
