recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;colnum;orig_bc;orig_recby;orig_detby
Mabesa, C;25388;Kessler, P;01/05/2004 - 31/05/2004;01/03/1916 - 30/04/1916;Laguna;Philippines. Province of Laguna. Luzon;P02007492;Philippines;Meiogyne;mindorensis;0;0;0;0;;;1;3;1916;1;5;2004;0;0;0;121.33;14.17;0;0;25388;P02007492;Mabesa, C.;Kessler, P.
Cumming;1738;Kessler, P;01/11/2003 - 30/11/2003;<NA>;National Capital Region (NCR);Manille;P02007498;Philippines;Meiogyne;sp.;0;0;0;0;;;;;;1;11;2003;0;0;0;120.9809674;14.5907332;0;0;1738;P02007498;Cumming;Kessler, P.
Merrill, ED;9277;Kessler, P;01/05/2004 - 31/05/2004;01/05/1913 - 31/05/1913;Palawan;Philippines. Taytay. Palawan;P00557073;Philippines;Melodorum;sp.;0;0;0;0;;;1;5;1913;1;5;2004;0;0;0;119.5159199;10.8264031;0;0;9277;P00557073;Merrill, E.D.;Kessler, P.
Cumming;1746;Rainer, H;21/12/2007 - 21/12/2007;<NA>;National Capital Region (NCR);Manille;P00601046;Philippines;Goniothalamus;philippinensis;0;0;0;0;;;;;;21;12;2007;0;0;0;120.9809674;14.5907332;0;0;1746;P00601046;Cumming;Rainer, H.
Elmer, ADE;13984;Elmer, ADE;<NA>;01/10/1912 - 31/10/1912;Agusan del Norte;Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao;P00601053;Philippines;Meiogyne;lusida;0;0;0;0;;;1;10;1912;;;;0;0;0;125.5322203;9.1232986;0;0;13984;P00601053;Elmer, A.D.E.;Elmer, A.D.E.
Ramos, M;15381;Rainer, H;04/02/2008 - 04/02/2008;01/08/1912 - 31/08/1912;Leyte;Philippines. Dagami. Leyte;P00601054;Philippines;Meiogyne;paucinervia;0;0;0;0;;;1;8;1912;4;2;2008;0;0;0;124.9026227;11.0617364;0;0;15381;P00601054;Ramos, M.;Rainer, H.
Elmer, ADE;11318;nan;01/01/1994 - 31/12/1994;01/07/1909 - 31/07/1909;Davao del Sur;Philippine Islands. Todaya (Mt. Apo), District of Davao, Island of Mindanao.;P00601055;Philippines;Meiogyne;vingata;0;0;0;0;;;1;7;1909;1;1;1994;0;0;0;125.347;6.958;0;0;11318;P00601055;Elmer, A.D.E.;van Heudsen, E.C.H.
Ramos, M;;Kessler, P;01/05/2004 - 31/05/2004;01/03/1914 - 30/04/1914;Eastern Visayas (Region VIII);Samar;P01954526;Philippines;Neo-Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;3;1914;1;5;2004;0;0;0;125.0;12.0;0;0;nan;P01954526;Ramos, M.;Kessler, P.
Loher, A;31;nan;<NA>;03/08/1890 - 03/08/1890;Rizal;Herbarium Philippinense. Rio Mascap (en los montes de Montalban) Luzon central;P01960582;Philippines;Anaxagorea;luzonensis;0;0;0;0;;;3;8;1890;;;;0;0;0;121.3;14.81;0;0;31;P01960582;Loher, A.;<NA>
Whitford, HN;1033;nan;<NA>;01/12/1904 - 31/12/1904;Bataan;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;P01967842;Philippines;Mitrephora;lanotan;0;0;0;0;;;1;12;1904;;;;0;0;0;120.521;14.517;0;0;1033;P01967842;Whitford, H.N.;<NA>
Borden, TE;2924;nan;<NA>;01/03/1905 - 31/03/1905;Bataan;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;P01967843;Philippines;Mitrephora;lanotan;0;0;0;0;;;1;3;1905;;;;0;0;0;120.521;14.517;0;0;2924;P01967843;Borden, T.E.;<NA>
Borden, TE;763;nan;<NA>;01/05/1904 - 31/05/1904;Bataan;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;P01967844;Philippines;Mitrephora;lanotan;0;0;0;0;;;1;5;1904;;;;0;0;0;120.521;14.517;0;0;763;P01967844;Borden, T.E.;<NA>
Ramos, M;27522;nan;<NA>;01/02/1917 - 31/03/1917;Ilocos Norte;Philippines. Bangui. Prov. of Ilocos Norte. Luzon;P01967845;Philippines;Mitrephora;lanotan;0;0;0;0;;;1;2;1917;;;;0;0;0;120.7657563;18.5367387;0;0;27522;P01967845;Ramos, M.;<NA>
Ramos, M;26231;nan;<NA>;01/08/1916 - 30/09/1916;Nueva Ecija;Philippines. Mt. Umingan. Province of Nueva Ecija. Luzon;P01967846;Philippines;Mitrephora;lanotan;0;0;0;0;;;1;8;1916;;;;0;0;0;121.37;15.517;0;0;26231;P01967846;Ramos, M.;<NA>
Ramos, M;31161;nan;<NA>;01/04/1918 - 31/05/1918;Capiz;Philippines. Jamindan. Capiz Province. Panay;P01967847;Philippines;Mitrephora;lanotan;0;0;0;0;;;1;4;1918;;;;0;0;0;122.5105924;11.4089123;0;0;31161;P01967847;Ramos, M.;<NA>
Cumming;1079;Kessler, P;01/11/2003 - 30/11/2003;<NA>;National Capital Region (NCR);Manille.;P01967849;Philippines;Mitrephora;lanotan;0;0;0;0;;;;;;1;11;2003;0;0;0;120.9809674;14.5907332;0;0;1079;P01967849;Cumming;Kessler, P.
Cumming;773;Kessler, P;01/05/2004 - 31/05/2004;<NA>;National Capital Region (NCR);Manille.;P01967850;Philippines;Mitrephora;lanotan;0;0;0;0;;;;;;1;5;2004;0;0;0;120.9809674;14.5907332;0;0;773;P01967850;Cumming;Kessler, P.
Cumming;773;Kessler, P;01/05/2004 - 31/05/2004;<NA>;National Capital Region (NCR);Manille;P01967851;Philippines;Mitrephora;lanotan;0;0;0;0;;;;;;1;5;2004;0;0;0;120.9809674;14.5907332;0;0;773;P01967851;Cumming;Kessler, P.
Elgricolin, V;27766;nan;<NA>;15/07/1919 - 15/07/1919;Bataan;Philippines. Bataan Province. Luzon.;P01967852;Philippines;Mitrephora;lanotan;0;0;0;0;;;15;7;1919;;;;0;0;0;120.42;14.67;0;0;27766;P01967852;Elgricolin, V.;<NA>
Natividad, P;25755;Kessler, P;03/09/1985 - 03/09/1985;01/03/1916 - 30/04/1916;Palawan;Philippines. Palawan;P01967853;Philippines;Mitrephora;fragrans;0;0;0;0;;;1;3;1916;3;9;1985;0;0;0;118.75;10.0;0;0;25755;P01967853;Natividad, P.;Kessler, P.
Ramos, M;;nan;<NA>;01/02/1926 - 31/03/1926;Isabela;Philippines. San Mariano. Isabela Province. Luzon;P01967858;Philippines;Mitrephora;cagayanensis;0;0;0;0;<NA>;<NA>;1;2;1926;;;;0;0;0;122.0127684;16.9835964;0;0;nan;P01967858;Ramos, M.;<NA>
Guerrero, F;;nan;<NA>;01/05/1926 - 31/07/1926;;Philippines. Lanao Province. Mindanao;P01983259;Philippines;Popowia;pisocarpa;0;0;0;0;<NA>;<NA>;1;5;1926;;;;0;0;0;124.113;7.912;0;0;nan;P01983259;Guerrero, F.;<NA>
Sinclair, J;9555;Sinclair, J;<NA>;14/06/1958 - 14/06/1958;Camarines Sur;Philippines. Alanas, Prov. Camarines Sur, Luzon.;P01983266;Philippines;Popowia;pisocarpa;0;0;0;0;;;14;6;1958;;;;0;0;0;123.18;13.62;0;0;9555;P01983266;Sinclair, J.;Sinclair, J.
Adduru, M;108;nan;<NA>;01/05/1917 - 18/06/1917;Cagayan;Philippines. Littoc, Vicinity of Peñablanca. Cagayan Province. Luzon;P01983360;Philippines;Polyalthia;barnesii;0;0;0;0;;;1;5;1917;;;;0;0;0;121.9;17.617;0;0;108;P01983360;Adduru, M.;<NA>
Loher, A;12231;nan;<NA>;01/12/1910 - 31/12/1910;Rizal;Philippines. Rizal Province;P02008534;Philippines;Meiogyne;sp.;0;0;0;0;;;1;12;1910;;;;0;0;0;121.25;14.65;0;0;12231;P02008534;Loher, A.;<NA>
Cuming;1495;nan;<NA>;01/01/1845 - 31/12/1845;;Philippines;P02008606;Philippines;Artabotrys;suaveolens;0;0;0;0;;;1;1;1845;;;;0;0;0;;;0;0;1495;P02008606;Cuming;<NA>
Robinson, CB;6108;Meade, C;18/05/1999 - 18/05/1999;11/07/1908 - 11/07/1908;National Capital Region (NCR);Philippines. Malinta, Bulacan Prov., Luzon.;P02005264;Philippines;Xylopia;sp.;0;0;0;0;;;11;7;1908;18;5;1999;0;0;0;120.963;14.691;0;0;6108;P02005264;Robinson, C.B.;Meade, C.
Loher, A;14777;nan;<NA>;01/09/1913 - 30/09/1913;Rizal;Rizal province, Luzon. Philippines;P02005321;Philippines;Polyalthia;sp.;0;0;0;0;;;1;9;1913;;;;0;0;0;121.25;14.65;0;0;14777;P02005321;Loher, A.;<NA>
Elmer, ADE;13727;Kessler;01/05/2004 - 31/05/2004;01/09/1912 - 30/09/1912;Agusan del Norte;Philippine Islands. Cabadbaran (Mt. Urdaneta). Province of Agusan. Island of Mandanao.;P00411106;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;1;9;1912;1;5;2004;0;0;0;125.5322203;9.1232986;0;0;13727;P00411106;Elmer, A.D.E.;Kessler
Cumming;525;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P00411107;Philippines;Phaeanthus;cumingii;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;525;P00411107;Cumming;<NA>
Cumming;525;Kessler, P;01/05/2004 - 31/05/2004;<NA>;;Philippines;P00411108;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;;;;1;5;2004;0;0;0;;;0;0;525;P00411108;Cumming;Kessler, P.
Merrill, ED;9469;Rainer, H;21/12/2007 - 21/12/2007;01/04/1913 - 30/04/1913;Palawan;Philippines. Lake Manguao. Palawan;P00601071;Philippines;Polyalthia;palawanensis;0;0;0;0;;;1;4;1913;21;12;2007;0;0;0;119.547;10.763;0;0;9469;P00601071;Merrill, E.D.;Rainer, H.
Ramos, M;37440;Kessler, P;26/10/1989 - 26/10/1989;01/10/1919 - 30/11/1919;Zamboanga Sibugay;Philippines. Malangas, Zamboanga District. Mindanao;P01960628;Philippines;Anaxagorea;sp.;0;0;0;0;;;1;10;1919;26;10;1989;0;0;0;123.0303669;7.6321118;0;0;37440;P01960628;Ramos, M.;Kessler, P.
Cuming;773;Kessler;01/11/2003 - 30/11/2003;<NA>;;Philippines;P01967864;Philippines;Mitrephora;sp.;0;0;0;0;;;;;;1;11;2003;0;0;0;;;0;0;773;P01967864;Cuming;Kessler
Cuming;1079;Kessler, P;09/09/1985 - 09/09/1985;<NA>;;Philippines;P01967866;Philippines;Mitrephora;sp.;0;0;0;0;;;;;;9;9;1985;0;0;0;;;0;0;1079;P01967866;Cuming;Kessler, P.
Mesa, A de;;nan;<NA>;01/03/1919 - 30/06/1919;Davao Region (Region XI);Philippines. Davao Province. Mindanao;P01967881;Philippines;Mitrephora;williamsii;0;0;0;0;<NA>;<NA>;1;3;1919;;;;0;0;0;125.5;7.17;0;0;nan;P01967881;Mesa, A. de;<NA>
Cruz, F;;nan;<NA>;01/02/1915 - 30/04/1915;Lanao del Norte;Philiippines. District of Lanao, Mindanao;P01967885;Philippines;Mitrephora;samarensis;0;0;0;0;<NA>;<NA>;1;2;1915;;;;0;0;0;124.113;7.912;0;0;nan;P01967885;Cruz, F.;<NA>
Reillo, J;;Kessler, P;01/05/2004 - 31/05/2004;01/09/1912 - 31/10/1912;Zamboanga del Sur;Philippines. Santa Maria. District of Zamboanga. Mindanao;P01967886;Philippines;Mitrephora;samarensis;0;0;0;0;<NA>;<NA>;1;9;1912;1;5;2004;0;0;0;122.066;6.937;0;0;nan;P01967886;Reillo, J.;Kessler, P.
Loher, A;13511;nan;<NA>;01/03/1915 - 31/03/1915;Rizal;Philippines. Paningtingan. Rizal Province;P01967887;Philippines;Mitrephora;reflexa;0;0;0;0;;;1;3;1915;;;;0;0;0;121.188;14.735;0;0;13511;P01967887;Loher, A.;<NA>
Ramos, M;42708;Kessler, P;01/05/2004 - 31/05/2004;01/08/1923 - 31/10/1923;Bohol;Philippines. Bohol;P01967888;Philippines;Mitrephora;reflexa;0;0;0;0;;;1;8;1923;1;5;2004;0;0;0;124.16;9.83;0;0;42708;P01967888;Ramos, M.;Kessler, P.
Ramos, M;24545;Kessler, P;01/05/2004 - 31/05/2004;01/02/1916 - 31/03/1916;Northern Samar;Philippines. Catubig river. Samar;P01967889;Philippines;Mitrephora;reflexa;0;0;0;0;;;1;2;1916;1;5;2004;0;0;0;125.03;12.467;0;0;24545;P01967889;Ramos, M.;Kessler, P.
Ramos, M;28847;nan;<NA>;01/05/1917 - 31/05/1917;Quezon;Philippines. Mt. Binuang. Province of Tayabas. Luzon.;P01967890;Philippines;Mitrephora;reflexa;0;0;0;0;;;1;5;1917;;;;0;0;0;121.557;14.775;0;0;28847;P01967890;Ramos, M.;<NA>
Adduru, M;96;nan;<NA>;01/05/1917 - 18/06/1917;Cagayan;Littoc. Vicinity of Peñablanca, Cagayan Province, Luzon.;P01967891;Philippines;Mitrephora;reflexa;0;0;0;0;;;1;5;1917;;;;0;0;0;121.9;17.6167;0;0;96;P01967891;Adduru, M.;<NA>
Ramos, M;;nan;<NA>;01/12/1922 - 31/12/1922;Leyte;Philippines. Cabalian, Leyte;P01967892;Philippines;Mitrephora;reflexa;0;0;0;0;<NA>;<NA>;1;12;1922;;;;0;0;0;125.1752861;10.2653512;0;0;nan;P01967892;Ramos, M.;<NA>
Whitford, HN;9169;nan;<NA>;01/01/1908 - 31/01/1908;Zamboanga del Sur;Philippines. Zamboanga, Mindanao;P01983373;Philippines;Polyalthia;sp.;0;0;0;0;;;1;1;1908;;;;0;0;0;122.0764;6.9046;0;0;9169;P01983373;Whitford, H.N.;<NA>
Whitford, HN;9169;nan;<NA>;01/01/1908 - 31/01/1908;Zamboanga del Sur;Philippines. Zamboanga, Mindanao;P01983374;Philippines;Polyalthia;sp.;0;0;0;0;;;1;1;1908;;;;0;0;0;122.0763695;6.9046004;0;0;9169;P01983374;Whitford, H.N.;<NA>
Merrill, ED;4050;Kessler, P;01/04/1998 - 30/04/1998;01/03/1905 - 31/03/1905;Oriental Mindoro;Philippines. Baco River, Mindoro;P01983375;Philippines;Polyalthia;sp.;0;0;0;0;;;1;3;1905;1;4;1998;0;0;0;121.101;13.399;0;0;4050;P01983375;Merrill, E.D.;Kessler, P.
Barthe;;Kessler, P;01/04/1998 - 30/04/1998;01/01/1857 - 31/12/1857;National Capital Region (NCR);Manille;P01983378;Philippines;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;1;1857;1;4;1998;0;0;0;120.9809674;14.5907332;0;0;nan;P01983378;Barthe;Kessler, P.
Ramos, M;20515;Kessler, P;01/05/2004 - 31/05/2004;01/02/1913 - 28/02/1913;Laguna;Philippines. San Antonio. Prov. Laguna. Luzon;P01983380;Philippines;Polyalthia;sp.;0;0;0;0;;;1;2;1913;1;5;2004;0;0;0;121.035;14.363;0;0;20515;P01983380;Ramos, M.;Kessler, P.
Ramos, M;39752;nan;<NA>;01/04/1921 - 30/04/1921;Occidental Mindoro;Philippines. Paluan. Mindoro;P01983381;Philippines;Polyalthia;sp.;0;0;0;0;;;1;4;1921;;;;0;0;0;120.4623373;13.4155816;0;0;39752;P01983381;Ramos, M.;<NA>
Otanes, F;2083;nan;<NA>;01/05/1914 - 31/05/1914;Pangasinan;Philippine Plants. Prov. of Pangasinan. Luzon;P01983382;Philippines;Polyalthia;sp.;0;0;0;0;;;1;5;1914;;;;0;0;0;120.333333;15.916667;0;0;2083;P01983382;Otanes, F.;<NA>
Ramos, M;33181;nan;<NA>;01/08/1918 - 31/08/1918;Ilocos Norte;Philippines. Mt. Nagapatan. Ilocos Norte Province. Luzon;P01983383;Philippines;Polyalthia;sp.;0;0;0;0;;;1;8;1918;;;;0;0;0;120.825;18.073;0;0;33181;P01983383;Ramos, M.;<NA>
Ramos, M;;nan;<NA>;01/08/1916 - 30/09/1916;Nueva Ecija;Philippines. Mt. Umingan. Province of Nueva Ecija. Luzon;P01983384;Philippines;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;8;1916;;;;0;0;0;121.37;15.517;0;0;nan;P01983384;Ramos, M.;<NA>
Ramos, M;35100;nan;<NA>;01/06/1919 - 30/06/1919;Surigao del Norte;Philippines. Bucas Grande Island;P01983385;Philippines;Polyalthia;sp.;0;0;0;0;;;1;6;1919;;;;0;0;0;125.96;9.66;0;0;35100;P01983385;Ramos, M.;<NA>
Cuming;;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P01983392;Philippines;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;120.9809674;14.5907332;0;0;nan;P01983392;Cuming;<NA>
Cumming;1590;nan;<NA>;<NA>;National Capital Region (NCR);Manille.;P01983393;Philippines;Polyalthia;sp.;0;0;0;0;;;;;;;;;0;0;0;120.981;14.5907;0;0;1590;P01983393;Cumming;<NA>
Merrill, ED;9469;Kessler, P;26/10/1989 - 26/10/1989;01/04/1913 - 30/04/1913;Palawan;Philippines. Lake Manguao. Palawan;P01983394;Philippines;Polyalthia;sp.;0;0;0;0;;;1;4;1913;26;10;1989;0;0;0;119.555;10.76;0;0;9469;P01983394;Merrill, E.D.;Kessler, P.
Curran, HM;3829;nan;<NA>;01/03/1906 - 31/03/1906;Palawan;Philippines. Palawan;P01983395;Philippines;Polyalthia;sp.;0;0;0;0;;;1;3;1906;;;;0;0;0;118.75;10.0;0;0;3829;P01983395;Curran, H.M.;<NA>
Natividad, P;23360;nan;<NA>;01/09/1914 - 30/09/1914;Palawan;Philippines. Palawan;P01983396;Philippines;Polyalthia;sp.;0;0;0;0;;;1;9;1914;;;;0;0;0;118.75;10.0;0;0;23360;P01983396;Natividad, P.;<NA>
Reillo, J;;nan;<NA>;01/09/1912 - 31/10/1912;Zamboanga del Sur;Philippines. Santa Maria. District of Zamboanga. Mindanao;P01983397;Philippines;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;9;1912;;;;0;0;0;122.066;6.938;0;0;nan;P01983397;Reillo, J.;<NA>
Ramos, M;43236;nan;<NA>;01/08/1923 - 31/10/1923;Bohol;Philippines. Bohol;P01983398;Philippines;Polyalthia;sp.;0;0;0;0;;;1;8;1923;;;;0;0;0;124.20593261718751;9.855243840465409;0;0;43236;P01983398;Ramos, M.;<NA>
Weber, CM;1550;Kessler, P;03/09/1985 - 03/09/1985;01/03/1912 - 31/03/1912;Palawan;Philippines. Island of Busuanga;P00411125;Philippines;Mitrephora;weberi;0;0;0;0;;;1;3;1912;3;9;1985;0;0;0;120.0;12.133;0;0;1550;P00411125;Weber, C.M.;Kessler, P.
Weber, CM;1550;nan;<NA>;01/03/1912 - 31/03/1912;Palawan;Philippines. Island Busuanga;P00411126;Philippines;Mitrephora;weberi;0;0;0;0;;;1;3;1912;;;;0;0;0;120.028;12.145;0;0;1550;P00411126;Weber, C.M.;<NA>
Weber, CM;1550;nan;<NA>;01/03/1912 - 31/03/1912;Palawan;Philippines. Island Busuanga;P00411127;Philippines;Mitrephora;weberi;0;0;0;0;;;1;3;1912;;;;0;0;0;120.03;12.145;0;0;1550;P00411127;Weber, C.M.;<NA>
Merrill, ED;9703;Kessler, P;01/11/2003 - 30/11/2003;01/05/1914 - 31/05/1914;Benguet;Philippines. Benguet Subprovince, Luzon;P00411137;Philippines;Dasymaschalon;clusiflorum;0;0;0;0;;;1;5;1914;1;11;2003;0;0;0;120.682;16.511;0;0;9703;P00411137;Merrill, E.D.;Kessler, P.
Elmer, ADE;13100;nan;<NA>;01/04/1911 - 30/04/1911;Palawan;Philippine Islands. Puerto Princesa (Mt. Pulgar). Province of Palawan. Island of Palawan.;P00411138;Philippines;Polyalthia;pulgarense;0;0;0;0;;;1;4;1911;;;;0;0;0;118.603889;9.791944;0;0;13100;P00411138;Elmer, A.D.E.;<NA>
Madulid, DA;7184;nan;<NA>;10/11/1989 - 10/11/1989;Iloilo;Philippines. Barangay Lipata, Nagpana, Barotac Viejo, Iloilo. 100-150 m;P01963750;Philippines;<NA>;indet.;0;0;0;0;;;10;11;1989;;;;0;0;0;122.25;11.033333333333333;0;0;7184;P01963750;Madulid, D.A.;<NA>
Adduru, M;63;nan;<NA>;01/05/1917 - 18/06/1917;Cagayan;Philippines. Quibal. Vicinity of Peñablanca. Cagayan Province. Luzon;P01967893;Philippines;Mitrephora;reflexa;0;0;0;0;;;1;5;1917;;;;0;0;0;121.7594281;17.3379754;0;0;63;P01967893;Adduru, M.;<NA>
Ramos, M;45196;nan;<NA>;01/05/1925 - 30/06/1925;Sorsogon;Philippines. Casiguran. Tayabas Province. Luzon;P01967894;Philippines;Mitrephora;reflexa;0;0;0;0;;;1;5;1925;;;;0;0;0;124.0067371;12.8719998;0;0;45196;P01967894;Ramos, M.;<NA>
Ramos, M;;nan;<NA>;01/02/1926 - 31/03/1926;Isabela;Philippines. San Mariano. Isabela Province. Luzon;P01967895;Philippines;Mitrephora;reflexa;0;0;0;0;<NA>;<NA>;1;2;1926;;;;0;0;0;122.0127684;16.9835964;0;0;nan;P01967895;Ramos, M.;<NA>
Ramos, M;;Merrill, ED;<NA>;01/04/1914 - 30/04/1914;Eastern Visayas (Region VIII);Philippine Plants. Samar;P01967896;Philippines;Mitrephora;reflexa;0;0;0;0;<NA>;<NA>;1;4;1914;;;;0;0;0;125.0;12.0;0;0;nan;P01967896;Ramos, M.;Merrill, E.D.
Ramos, M;;nan;<NA>;01/12/1922 - 31/12/1922;Southern Leyte;Philippines. Cabalian. Leyte;P01967902;Philippines;Mitrephora;pictiflora;0;0;0;0;<NA>;<NA>;1;12;1922;;;;0;0;0;125.1743787;10.2623755;0;0;nan;P01967902;Ramos, M.;<NA>
Whitford, HN;1029;nan;<NA>;01/12/1904 - 31/12/1904;Bataan;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;P01981671;Philippines;Cyathocalyx;globosus;0;0;0;0;;;1;12;1904;;;;0;0;0;120.521;14.517;0;0;1029;P01981671;Whitford, H.N.;<NA>
Whitford, HN;359;nan;<NA>;01/06/1904 - 30/06/1904;Bataan;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;P01981672;Philippines;Cyathocalyx;globosus;0;0;0;0;;;1;6;1904;;;;0;0;0;120.534;14.511;0;0;359;P01981672;Whitford, H.N.;<NA>
Alvarez, RJ;;nan;<NA>;01/08/1909 - 31/08/1909;Bataan;Philippines. Bataan Prov., Luzon.;P01981673;Philippines;Cyathocalyx;globosus;0;0;0;0;<NA>;<NA>;1;8;1909;;;;0;0;0;120.417;14.667;0;0;nan;P01981673;Alvarez, R.J.;<NA>
Loher, A;49;nan;<NA>;<NA>;Rizal;Herbarium Philippinense. Bosoboso (Morong) Luzon central;P01983400;Philippines;Polyalthia;sp.;0;0;0;0;;;;;;;;;0;0;0;121.237;14.642;0;0;49;P01983400;Loher, A.;<NA>
Agama, J;;nan;<NA>;01/05/1914 - 31/05/1914;Palawan;Philippines. Palawan;P01983407;Philippines;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;5;1914;;;;0;0;0;118.75;10.0;0;0;nan;P01983407;Agama, J.;<NA>
Reillo, J;16460;nan;<NA>;01/09/1912 - 31/10/1912;Zamboanga del Sur;Philippines. Santa Maria. District Zamboanga. Mindanao;P01983408;Philippines;Polyalthia;sp.;0;0;0;0;;;1;9;1912;;;;0;0;0;122.065;6.933;0;0;16460;P01983408;Reillo, J.;<NA>
Ramos, M;40940;nan;<NA>;01/06/1922 - 30/06/1922;Oriental Mindoro;Philippines. Pinamalayan. Mindoro;P02029160;Philippines;Artabotrys;suaveolens;0;0;0;0;;;1;6;1922;;;;0;0;0;121.4801563;13.0386691;0;0;40940;P02029160;Ramos, M.;<NA>
Ramos, M;44342;nan;<NA>;01/07/1924 - 31/08/1924;Tawi-Tawi;Philippines. Tawitawi. Sulu Province;P02029162;Philippines;Artabotrys;suaveolens;0;0;0;0;;;1;7;1924;;;;0;0;0;120.034;5.198;0;0;44342;P02029162;Ramos, M.;<NA>
Cumming;1099;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P02029168;Philippines;Artabotrys;suaveolens;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;1099;P02029168;Cumming;<NA>
Cumming;1818;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P02029169;Philippines;Artabotrys;suaveolens;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;1818;P02029169;Cumming;<NA>
Cumming;1818;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P02029170;Philippines;Artabotrys;suaveolens;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;1818;P02029170;Cumming;<NA>
Cumming;2309;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P02029171;Philippines;Artabotrys;suaveolens;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;2309;P02029171;Cumming;<NA>
Gardner;2340;nan;<NA>;<NA>;National Capital Region (NCR);Manilia;P01964100;Philippines;Fissistigma;fulgens;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;2340;P01964100;Gardner;<NA>
Sulit, M;29739;Kessler, P;01/11/2003 - 30/11/2003;01/04/1923 - 31/05/1923;Cotabato;Philippines. Cotabato Prov. Mindanao;P01981680;Philippines;Cyathocalyx;apoensis;0;0;0;0;;;1;4;1923;1;11;2003;0;0;0;124.86;7.27;0;0;29739;P01981680;Sulit, M.;Kessler, P.
Elmer, ADE;13625;Kessler, P;01/11/2003 - 30/11/2003;01/08/1912 - 31/08/1912;Agusan del Norte;Philippine Islands. Cabadbaran (Mt. Urdaneta). Province of Agusan. Island of Mindanao.;P01981682;Philippines;Cyathocalyx;apoensis;0;0;0;0;;;1;8;1912;1;11;2003;0;0;0;125.532318;9.1231657;0;0;13625;P01981682;Elmer, A.D.E.;Kessler, P.
Sablaya, M;48;Kessler, P;01/11/2003 - 30/11/2003;01/02/1916 - 31/03/1916;Northern Samar;Philippines. Catubig River, Samar;P01981684;Philippines;Cyathocalyx;apoensis;0;0;0;0;;;1;2;1916;1;11;2003;0;0;0;125.03;12.467;0;0;48;P01981684;Sablaya, M.;Kessler, P.
Ramos, M;;Kessler, P;01/11/2003 - 30/11/2003;01/04/1914 - 30/04/1914;Eastern Visayas (Region VIII);Philippine Plants. Samar;P01981685;Philippines;Cyathocalyx;apoensis;0;0;0;0;<NA>;<NA>;1;4;1914;1;11;2003;0;0;0;125.11;11.96;0;0;nan;P01981685;Ramos, M.;Kessler, P.
Ramos, M;24322;Kessler, P;01/11/2003 - 30/11/2003;01/02/1916 - 31/03/1916;Northern Samar;Philippines. Catubig River, Samar;P01981686;Philippines;Cyathocalyx;apoensis;0;0;0;0;;;1;2;1916;1;11;2003;0;0;0;125.03;12.467;0;0;24322;P01981686;Ramos, M.;Kessler, P.
Merrill;964;Merrill;<NA>;<NA>;;[Philippines];P02029177;Philippines;Artabotrys;uncinatus;0;0;0;0;;;;;;;;;0;0;0;;;0;0;964;P02029177;Merrill;Merrill
Merrill;784;Merrill;<NA>;01/01/1915 - 31/01/1915;Rizal;Antipolo, Rizal Province, Luzon, Philippines;P02029178;Philippines;Artabotrys;uncinatus;0;0;0;0;;;1;1;1915;;;;0;0;0;121.124;14.626;0;0;784;P02029178;Merrill;Merrill
Cuming;970;nan;<NA>;<NA>;;Philippines;P02029185;Philippines;Artabotrys;sp.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;970;P02029185;Cuming;<NA>
Loher, A;33;nan;<NA>;<NA>;;Herbarium Philippinense. Luzon central;P02029186;Philippines;Artabotrys;sp.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;33;P02029186;Loher, A.;<NA>
